Episode,Memory Usage (%),CPU Usage (%),GPU Memory Usage (MB)
409,83.7,4.4,38.00244140625
409,83.7,4.4,38.00244140625
410,83.7,4.3,38.00244140625
410,83.7,4.3,38.00244140625
411,84.1,4.6,38.00244140625
411,84.1,4.6,38.00244140625
412,84.1,4.2,38.00244140625
412,84.1,4.2,38.00244140625
413,83.9,4.4,38.00244140625
413,83.9,4.4,38.00244140625
414,84.0,4.7,38.00244140625
414,84.0,4.7,38.00244140625
415,84.0,4.3,38.00244140625
415,84.0,4.3,38.00244140625
416,84.1,4.3,38.00244140625
416,84.1,4.3,38.00244140625
417,84.5,3.5,38.00244140625
417,84.5,3.5,38.00244140625
418,84.5,4.2,38.00244140625
418,84.5,4.2,38.00244140625
419,84.6,5.2,38.00244140625
419,84.6,5.2,38.00244140625
420,84.7,3.3,38.00244140625
420,84.7,3.3,38.00244140625
421,84.8,4.6,38.00244140625
421,84.8,4.6,38.00244140625
422,84.3,5.2,38.00244140625
422,84.3,5.2,38.00244140625
423,85.4,3.1,38.00244140625
423,85.4,3.1,38.00244140625
424,85.5,3.0,38.00244140625
424,85.5,3.0,38.00244140625
425,85.7,4.2,38.00244140625
425,85.7,4.2,38.00244140625
426,85.9,4.4,38.00244140625
426,85.9,4.4,38.00244140625
427,86.0,4.0,38.00244140625
427,86.0,4.0,38.00244140625
428,86.1,4.3,38.00244140625
428,86.1,4.3,38.00244140625
429,86.3,4.8,38.00244140625
429,86.3,4.8,38.00244140625
430,85.9,4.7,38.00244140625
430,85.9,4.7,38.00244140625
431,86.0,4.9,38.00244140625
431,86.0,4.9,38.00244140625
432,86.1,4.9,38.00244140625
432,86.1,4.9,38.00244140625
433,86.3,2.7,38.00244140625
433,86.3,2.7,38.00244140625
434,86.5,5.1,38.00244140625
434,86.5,5.1,38.00244140625
435,86.7,4.4,38.00244140625
435,86.7,4.4,38.00244140625
436,86.8,4.4,38.00244140625
436,86.8,4.4,38.00244140625
437,86.3,3.4,38.00244140625
437,86.3,3.4,38.00244140625
438,86.4,6.2,38.00244140625
438,86.4,6.2,38.00244140625
439,86.5,4.1,38.00244140625
439,86.5,4.1,38.00244140625
440,86.7,3.5,38.00244140625
440,86.7,3.5,38.00244140625
441,87.0,5.9,38.00244140625
441,87.0,5.9,38.00244140625
442,87.2,4.2,38.00244140625
442,87.2,4.2,38.00244140625
443,87.1,5.7,38.00244140625
443,87.1,5.7,38.00244140625
444,87.2,3.9,38.00244140625
444,87.2,3.9,38.00244140625
445,87.4,3.5,38.00244140625
445,87.4,3.5,38.00244140625
446,87.5,5.2,38.00244140625
446,87.5,5.2,38.00244140625
447,88.1,6.1,38.00244140625
447,88.1,6.1,38.00244140625
448,87.4,4.0,38.00244140625
448,87.4,4.0,38.00244140625
449,88.1,2.7,38.00244140625
449,88.1,2.7,38.00244140625
450,88.2,4.9,38.00244140625
450,88.2,4.9,38.00244140625
451,89.3,5.3,38.00244140625
451,89.3,5.3,38.00244140625
452,89.2,5.6,38.00244140625
452,89.2,5.6,38.00244140625
453,88.0,3.5,38.00244140625
453,88.0,3.5,38.00244140625
454,88.8,3.1,38.00244140625
454,88.8,3.1,38.00244140625
455,88.6,4.2,38.00244140625
455,88.6,4.2,38.00244140625
456,88.5,4.0,38.00244140625
456,88.5,4.0,38.00244140625
457,88.6,4.2,38.00244140625
457,88.6,4.2,38.00244140625
458,88.7,4.0,38.00244140625
458,88.7,4.0,38.00244140625
459,88.7,5.5,38.00244140625
459,88.7,5.5,38.00244140625
460,88.8,3.5,38.00244140625
460,88.8,3.5,38.00244140625
461,88.6,4.5,38.00244140625
461,88.6,4.5,38.00244140625
462,88.5,3.6,38.00244140625
462,88.5,3.6,38.00244140625
463,88.6,5.3,38.00244140625
463,88.6,5.3,38.00244140625
464,88.8,4.3,38.00244140625
464,88.8,4.3,38.00244140625
465,88.9,4.0,38.00244140625
465,88.9,4.0,38.00244140625
466,89.1,3.1,38.00244140625
466,89.1,3.1,38.00244140625
467,89.1,5.2,38.00244140625
467,89.1,5.2,38.00244140625
468,89.6,5.2,38.00244140625
468,89.6,5.2,38.00244140625
469,89.5,4.9,38.00244140625
469,89.5,4.9,38.00244140625
470,89.7,3.6,38.00244140625
470,89.7,3.6,38.00244140625
471,90.2,5.5,38.00244140625
471,90.2,5.5,38.00244140625
472,90.2,3.8,38.00244140625
472,90.2,3.8,38.00244140625
473,90.3,5.2,38.00244140625
473,90.3,5.2,38.00244140625
474,90.3,4.9,38.00244140625
474,90.3,4.9,38.00244140625
475,90.5,4.4,38.00244140625
475,90.5,4.4,38.00244140625
476,90.6,4.8,38.00244140625
476,90.6,4.8,38.00244140625
477,90.6,3.5,38.00244140625
477,90.6,3.5,38.00244140625
478,90.8,3.9,38.00244140625
478,90.8,3.9,38.00244140625
479,91.0,4.8,38.00244140625
479,91.0,4.8,38.00244140625
480,91.8,3.5,38.00244140625
480,91.8,3.5,38.00244140625
481,91.6,4.7,38.00244140625
481,91.6,4.7,38.00244140625
482,91.7,6.0,38.00244140625
482,91.7,6.0,38.00244140625
483,91.8,4.3,38.00244140625
483,91.8,4.3,38.00244140625
484,92.0,3.0,38.00244140625
484,92.0,3.0,38.00244140625
485,92.3,5.1,38.00244140625
485,92.3,5.1,38.00244140625
486,92.4,4.8,38.00244140625
486,92.4,4.8,38.00244140625
487,92.6,3.7,38.00244140625
487,92.6,3.7,38.00244140625
488,92.6,3.2,38.00244140625
488,92.6,3.2,38.00244140625
489,92.7,3.6,38.00244140625
489,92.7,3.6,38.00244140625
490,92.4,4.3,38.00244140625
490,92.4,4.3,38.00244140625
491,92.7,4.5,38.00244140625
491,92.7,4.5,38.00244140625
492,92.8,6.7,38.00244140625
492,92.8,6.7,38.00244140625
493,92.9,3.9,38.00244140625
493,92.9,3.9,38.00244140625
494,93.0,4.0,38.00244140625
494,93.0,4.0,38.00244140625
495,93.2,4.5,38.00244140625
495,93.2,4.5,38.00244140625
496,93.3,4.9,38.00244140625
496,93.3,4.9,38.00244140625
497,93.5,3.6,38.00244140625
497,93.5,3.6,38.00244140625
498,93.4,4.9,38.00244140625
498,93.4,4.9,38.00244140625
499,93.5,5.1,38.00244140625
499,93.5,5.1,38.00244140625
500,93.0,5.1,38.00244140625
500,93.0,5.1,38.00244140625
501,93.2,3.6,38.00244140625
501,93.2,3.6,38.00244140625
502,93.4,4.5,38.00244140625
502,93.4,4.5,38.00244140625
503,93.7,4.3,38.00244140625
503,93.7,4.3,38.00244140625
504,93.6,4.4,38.00244140625
504,93.6,4.4,38.00244140625
505,93.6,3.9,38.00244140625
505,93.6,3.9,38.00244140625
506,93.8,4.4,38.00244140625
506,93.8,4.4,38.00244140625
507,94.6,2.8,38.00244140625
507,94.6,2.8,38.00244140625
508,94.7,5.3,38.00244140625
508,94.7,5.3,38.00244140625
509,95.2,4.3,38.00244140625
509,95.2,4.3,38.00244140625
510,95.8,4.6,38.00244140625
510,95.8,4.6,38.00244140625
511,95.2,4.2,38.00244140625
511,95.2,4.2,38.00244140625
512,95.2,4.0,38.00244140625
512,95.2,4.0,38.00244140625
513,94.7,3.8,38.00244140625
513,94.7,3.8,38.00244140625
514,94.8,6.2,38.00244140625
514,94.8,6.2,38.00244140625
515,95.0,3.6,38.00244140625
515,95.0,3.6,38.00244140625
516,95.2,4.2,38.00244140625
516,95.2,4.2,38.00244140625
517,95.1,4.5,38.00244140625
517,95.1,4.5,38.00244140625
518,95.3,4.6,38.00244140625
518,95.3,4.6,38.00244140625
519,95.5,4.4,38.00244140625
519,95.5,4.4,38.00244140625
520,95.8,3.5,38.00244140625
520,95.8,3.5,38.00244140625
521,95.9,5.4,38.00244140625
521,95.9,5.4,38.00244140625
522,95.7,2.7,38.00244140625
522,95.7,2.7,38.00244140625
523,95.7,5.6,38.00244140625
523,95.7,5.6,38.00244140625
524,95.8,4.3,38.00244140625
524,95.8,4.3,38.00244140625
525,96.0,4.2,38.00244140625
525,96.0,4.2,38.00244140625
526,96.3,5.7,38.00244140625
526,96.3,5.7,38.00244140625
527,96.1,4.4,38.00244140625
527,96.1,4.4,38.00244140625
528,96.5,4.9,38.00244140625
528,96.5,4.9,38.00244140625
529,96.4,2.9,38.00244140625
529,96.4,2.9,38.00244140625
530,96.6,4.7,38.00244140625
530,96.6,4.7,38.00244140625
531,96.1,4.5,38.00244140625
531,96.1,4.5,38.00244140625
532,96.0,3.1,38.00244140625
532,96.0,3.1,38.00244140625
533,96.1,4.7,38.00244140625
533,96.1,4.7,38.00244140625
534,95.9,4.1,38.00244140625
534,95.9,4.1,38.00244140625
535,96.0,4.2,38.00244140625
535,96.0,4.2,38.00244140625
536,96.5,5.2,38.00244140625
536,96.5,5.2,38.00244140625
537,96.2,4.3,38.00244140625
537,96.2,4.3,38.00244140625
538,96.2,4.8,38.00244140625
538,96.2,4.8,38.00244140625
539,96.7,3.4,38.00244140625
539,96.7,3.4,38.00244140625
540,88.7,4.7,38.00244140625
540,88.7,4.7,38.00244140625
541,76.8,2.5,38.00244140625
541,76.8,2.5,38.00244140625
542,77.3,4.2,38.00244140625
542,77.3,4.2,38.00244140625
543,77.6,3.2,38.00244140625
543,77.6,3.2,38.00244140625
544,78.5,3.0,38.00244140625
544,78.5,3.0,38.00244140625
545,78.6,5.6,38.00244140625
545,78.6,5.6,38.00244140625
546,94.4,3.5,38.00244140625
546,94.4,3.5,38.00244140625
547,94.5,4.7,38.00244140625
547,94.5,4.7,38.00244140625
548,94.6,3.1,38.00244140625
548,94.6,3.1,38.00244140625
549,94.2,4.7,38.00244140625
549,94.2,4.7,38.00244140625
550,94.2,2.7,38.00244140625
550,94.2,2.7,38.00244140625
551,94.4,3.9,38.00244140625
551,94.4,3.9,38.00244140625
552,94.4,3.1,38.00244140625
552,94.4,3.1,38.00244140625
553,94.6,3.0,38.00244140625
553,94.6,3.0,38.00244140625
554,94.9,4.8,38.00244140625
554,94.9,4.8,38.00244140625
555,95.1,4.9,38.00244140625
555,95.1,4.9,38.00244140625
556,95.5,5.3,38.00244140625
556,95.5,5.3,38.00244140625
557,95.6,3.9,38.00244140625
557,95.6,3.9,38.00244140625
558,75.9,3.5,38.00244140625
558,75.9,3.5,38.00244140625
559,76.0,4.3,38.00244140625
559,76.0,4.3,38.00244140625
560,76.2,4.0,38.00244140625
560,76.2,4.0,38.00244140625
561,76.4,4.1,38.00244140625
561,76.4,4.1,38.00244140625
562,76.7,3.4,38.00244140625
562,76.7,3.4,38.00244140625
563,76.7,3.1,38.00244140625
563,76.7,3.1,38.00244140625
564,68.4,4.2,38.00244140625
564,68.4,4.2,38.00244140625
565,68.7,3.6,38.00244140625
565,68.7,3.6,38.00244140625
566,68.9,3.9,38.00244140625
566,68.9,3.9,38.00244140625
567,70.3,3.9,38.00244140625
567,70.3,3.9,38.00244140625
568,70.0,4.1,38.00244140625
568,70.0,4.1,38.00244140625
569,70.3,3.6,38.00244140625
569,70.3,3.6,38.00244140625
570,70.4,5.5,38.00244140625
570,70.4,5.5,38.00244140625
571,70.6,5.1,38.00244140625
571,70.6,5.1,38.00244140625
572,70.7,3.9,38.00244140625
572,70.7,3.9,38.00244140625
573,71.0,4.0,38.00244140625
573,71.0,4.0,38.00244140625
574,71.1,4.3,38.00244140625
574,71.1,4.3,38.00244140625
575,71.2,4.7,38.00244140625
575,71.2,4.7,38.00244140625
576,70.7,4.6,38.00244140625
576,70.7,4.6,38.00244140625
577,70.7,3.5,38.00244140625
577,70.7,3.5,38.00244140625
578,70.8,3.0,38.00244140625
578,70.8,3.0,38.00244140625
579,71.6,2.9,38.00244140625
579,71.6,2.9,38.00244140625
580,71.7,3.1,38.00244140625
580,71.7,3.1,38.00244140625
581,72.0,2.5,38.00244140625
581,72.0,2.5,38.00244140625
582,72.3,4.7,38.00244140625
582,72.3,4.7,38.00244140625
583,73.4,5.8,38.00244140625
583,73.4,5.8,38.00244140625
584,73.6,3.8,38.00244140625
584,73.6,3.8,38.00244140625
585,73.7,5.1,38.00244140625
585,73.7,5.1,38.00244140625
586,73.0,3.9,38.00244140625
586,73.0,3.9,38.00244140625
587,73.2,4.4,38.00244140625
587,73.2,4.4,38.00244140625
588,73.5,3.1,38.00244140625
588,73.5,3.1,38.00244140625
589,73.9,3.8,38.00244140625
589,73.9,3.8,38.00244140625
590,74.4,4.9,38.00244140625
590,74.4,4.9,38.00244140625
591,74.4,3.5,38.00244140625
591,74.4,3.5,38.00244140625
592,74.5,4.6,38.00244140625
592,74.5,4.6,38.00244140625
593,93.0,3.9,38.00244140625
593,93.0,3.9,38.00244140625
594,95.4,3.8,38.00244140625
594,95.4,3.8,38.00244140625
595,97.0,5.9,38.00244140625
595,97.0,5.9,38.00244140625
596,97.3,7.6,38.00244140625
596,97.3,7.6,38.00244140625
597,95.0,5.1,38.00244140625
597,95.0,5.1,38.00244140625
598,96.0,3.9,38.00244140625
598,96.0,3.9,38.00244140625
599,96.1,4.1,38.00244140625
599,96.1,4.1,38.00244140625
600,96.2,3.1,38.00244140625
600,96.2,3.1,38.00244140625
601,96.3,3.8,38.00244140625
601,96.3,3.8,38.00244140625
602,76.5,5.3,38.00244140625
602,76.5,5.3,38.00244140625
603,76.7,3.5,38.00244140625
603,76.7,3.5,38.00244140625
604,76.9,3.5,38.00244140625
604,76.9,3.5,38.00244140625
605,77.0,5.6,38.00244140625
605,77.0,5.6,38.00244140625
606,77.2,3.5,38.00244140625
606,77.2,3.5,38.00244140625
607,77.5,2.9,38.00244140625
607,77.5,2.9,38.00244140625
608,77.8,2.5,38.00244140625
608,77.8,2.5,38.00244140625
609,78.3,4.9,38.00244140625
609,78.3,4.9,38.00244140625
610,78.4,3.0,38.00244140625
610,78.4,3.0,38.00244140625
611,65.2,3.6,38.00244140625
611,65.2,3.6,38.00244140625
612,65.4,3.8,38.00244140625
612,65.4,3.8,38.00244140625
613,65.8,2.8,38.00244140625
613,65.8,2.8,38.00244140625
614,66.1,3.0,38.00244140625
614,66.1,3.0,38.00244140625
615,66.2,4.7,38.00244140625
615,66.2,4.7,38.00244140625
616,66.3,4.8,38.00244140625
616,66.3,4.8,38.00244140625
617,66.5,3.8,38.00244140625
617,66.5,3.8,38.00244140625
618,66.5,5.7,38.00244140625
618,66.5,5.7,38.00244140625
619,66.7,2.9,38.00244140625
619,66.7,2.9,38.00244140625
620,66.8,5.5,38.00244140625
620,66.8,5.5,38.00244140625
621,67.3,4.4,38.00244140625
621,67.3,4.4,38.00244140625
622,67.8,3.2,38.00244140625
622,67.8,3.2,38.00244140625
623,68.1,3.5,38.00244140625
623,68.1,3.5,38.00244140625
624,68.6,4.5,38.00244140625
624,68.6,4.5,38.00244140625
625,69.0,4.3,38.00244140625
625,69.0,4.3,38.00244140625
626,68.8,5.3,38.00244140625
626,68.8,5.3,38.00244140625
627,69.1,5.0,38.00244140625
627,69.1,5.0,38.00244140625
628,69.4,5.1,38.00244140625
628,69.4,5.1,38.00244140625
629,70.3,3.8,38.00244140625
629,70.3,3.8,38.00244140625
630,70.0,5.7,38.00244140625
630,70.0,5.7,38.00244140625
631,70.3,3.3,38.00244140625
631,70.3,3.3,38.00244140625
632,70.8,4.8,38.00244140625
632,70.8,4.8,38.00244140625
633,71.3,5.1,38.00244140625
633,71.3,5.1,38.00244140625
634,71.2,4.8,38.00244140625
634,71.2,4.8,38.00244140625
635,71.3,4.4,38.00244140625
635,71.3,4.4,38.00244140625
636,71.6,3.4,38.00244140625
636,71.6,3.4,38.00244140625
637,71.8,5.0,38.00244140625
637,71.8,5.0,38.00244140625
638,71.7,5.2,38.00244140625
638,71.7,5.2,38.00244140625
639,71.9,2.5,38.00244140625
639,71.9,2.5,38.00244140625
640,72.0,4.8,38.00244140625
640,72.0,4.8,38.00244140625
641,72.0,3.1,38.00244140625
641,72.0,3.1,38.00244140625
642,72.2,4.0,38.00244140625
642,72.2,4.0,38.00244140625
643,72.4,4.0,38.00244140625
643,72.4,4.0,38.00244140625
644,73.2,4.8,38.00244140625
644,73.2,4.8,38.00244140625
645,73.4,3.3,38.00244140625
645,73.4,3.3,38.00244140625
646,73.6,4.5,38.00244140625
646,73.6,4.5,38.00244140625
647,73.1,4.0,38.00244140625
647,73.1,4.0,38.00244140625
648,75.6,3.8,38.00244140625
648,75.6,3.8,38.00244140625
649,75.8,3.5,38.00244140625
649,75.8,3.5,38.00244140625
650,77.0,3.9,38.00244140625
650,77.0,3.9,38.00244140625
651,75.9,3.4,38.00244140625
651,75.9,3.4,38.00244140625
652,76.4,4.9,38.00244140625
652,76.4,4.9,38.00244140625
653,76.6,2.3,38.00244140625
653,76.6,2.3,38.00244140625
654,76.8,5.3,38.00244140625
654,76.8,5.3,38.00244140625
655,76.8,3.8,38.00244140625
655,76.8,3.8,38.00244140625
656,76.9,4.3,38.00244140625
656,76.9,4.3,38.00244140625
657,77.1,2.2,38.00244140625
657,77.1,2.2,38.00244140625
658,77.3,3.1,38.00244140625
658,77.3,3.1,38.00244140625
659,75.9,3.6,38.00244140625
659,75.9,3.6,38.00244140625
660,92.6,3.6,38.00244140625
660,92.6,3.6,38.00244140625
661,98.1,14.1,38.00244140625
661,98.1,14.1,38.00244140625
662,92.9,5.6,38.00244140625
662,92.9,5.6,38.00244140625
663,96.8,5.5,38.00244140625
663,96.8,5.5,38.00244140625
664,93.0,2.9,38.00244140625
664,93.0,2.9,38.00244140625
665,93.6,3.1,38.00244140625
665,93.6,3.1,38.00244140625
666,88.7,3.5,38.00244140625
666,88.7,3.5,38.00244140625
667,88.8,4.0,38.00244140625
667,88.8,4.0,38.00244140625
668,64.8,4.1,38.00244140625
668,64.8,4.1,38.00244140625
669,65.2,4.0,38.00244140625
669,65.2,4.0,38.00244140625
670,65.5,5.1,38.00244140625
670,65.5,5.1,38.00244140625
671,66.2,3.5,38.00244140625
671,66.2,3.5,38.00244140625
672,66.5,2.2,38.00244140625
672,66.5,2.2,38.00244140625
673,66.2,4.7,38.00244140625
673,66.2,4.7,38.00244140625
674,66.6,3.9,38.00244140625
674,66.6,3.9,38.00244140625
675,66.8,4.8,38.00244140625
675,66.8,4.8,38.00244140625
676,66.9,5.1,38.00244140625
676,66.9,5.1,38.00244140625
677,67.4,5.1,38.00244140625
677,67.4,5.1,38.00244140625
678,67.9,3.8,38.00244140625
678,67.9,3.8,38.00244140625
679,68.2,2.7,38.00244140625
679,68.2,2.7,38.00244140625
680,68.3,4.8,38.00244140625
680,68.3,4.8,38.00244140625
681,68.4,3.1,38.00244140625
681,68.4,3.1,38.00244140625
682,68.7,5.9,38.00244140625
682,68.7,5.9,38.00244140625
683,68.8,2.3,38.00244140625
683,68.8,2.3,38.00244140625
684,69.3,4.4,38.00244140625
684,69.3,4.4,38.00244140625
685,70.2,3.2,38.00244140625
685,70.2,3.2,38.00244140625
686,70.7,3.5,38.00244140625
686,70.7,3.5,38.00244140625
687,70.8,4.8,38.00244140625
687,70.8,4.8,38.00244140625
688,70.9,5.3,38.00244140625
688,70.9,5.3,38.00244140625
689,71.1,5.1,38.00244140625
689,71.1,5.1,38.00244140625
690,71.3,3.1,38.00244140625
690,71.3,3.1,38.00244140625
691,71.4,3.5,38.00244140625
691,71.4,3.5,38.00244140625
692,71.6,4.5,38.00244140625
692,71.6,4.5,38.00244140625
693,71.6,5.2,38.00244140625
693,71.6,5.2,38.00244140625
694,71.7,5.1,38.00244140625
694,71.7,5.1,38.00244140625
695,72.0,3.9,38.00244140625
695,72.0,3.9,38.00244140625
696,72.3,4.5,38.00244140625
696,72.3,4.5,38.00244140625
697,72.4,3.6,38.00244140625
697,72.4,3.6,38.00244140625
698,72.4,3.5,38.00244140625
698,72.4,3.5,38.00244140625
699,72.2,3.5,38.00244140625
699,72.2,3.5,38.00244140625
700,72.3,3.0,38.00244140625
700,72.3,3.0,38.00244140625
701,72.7,4.4,38.00244140625
701,72.7,4.4,38.00244140625
702,72.8,4.8,38.00244140625
702,72.8,4.8,38.00244140625
703,73.1,4.7,38.00244140625
703,73.1,4.7,38.00244140625
704,73.3,3.0,38.00244140625
704,73.3,3.0,38.00244140625
705,73.4,5.6,38.00244140625
705,73.4,5.6,38.00244140625
706,73.1,4.4,38.00244140625
706,73.1,4.4,38.00244140625
707,73.2,3.4,38.00244140625
707,73.2,3.4,38.00244140625
708,73.3,4.8,38.00244140625
708,73.3,4.8,38.00244140625
709,74.2,3.0,38.00244140625
709,74.2,3.0,38.00244140625
710,74.6,4.9,38.00244140625
710,74.6,4.9,38.00244140625
711,74.7,3.5,38.00244140625
711,74.7,3.5,38.00244140625
712,73.9,6.5,38.00244140625
712,73.9,6.5,38.00244140625
713,74.9,2.9,38.00244140625
713,74.9,2.9,38.00244140625
714,75.2,4.0,38.00244140625
714,75.2,4.0,38.00244140625
715,75.5,4.1,38.00244140625
715,75.5,4.1,38.00244140625
716,75.7,4.1,38.00244140625
716,75.7,4.1,38.00244140625
717,75.7,3.5,38.00244140625
717,75.7,3.5,38.00244140625
718,74.3,4.9,38.00244140625
718,74.3,4.9,38.00244140625
719,74.5,4.1,38.00244140625
719,74.5,4.1,38.00244140625
720,74.7,3.4,38.00244140625
720,74.7,3.4,38.00244140625
721,74.9,5.2,38.00244140625
721,74.9,5.2,38.00244140625
722,75.2,2.7,38.00244140625
722,75.2,2.7,38.00244140625
723,75.3,4.4,38.00244140625
723,75.3,4.4,38.00244140625
724,75.5,3.2,38.00244140625
724,75.5,3.2,38.00244140625
725,75.9,3.5,38.00244140625
725,75.9,3.5,38.00244140625
726,75.0,3.9,38.00244140625
726,75.0,3.9,38.00244140625
727,75.2,3.5,38.00244140625
727,75.2,3.5,38.00244140625
728,75.3,4.9,38.00244140625
728,75.3,4.9,38.00244140625
729,75.5,4.0,38.00244140625
729,75.5,4.0,38.00244140625
730,91.2,3.6,38.00244140625
730,91.2,3.6,38.00244140625
731,96.9,4.9,38.00244140625
731,96.9,4.9,38.00244140625
732,89.2,4.3,38.00244140625
732,89.2,4.3,38.00244140625
733,84.4,4.3,38.00244140625
733,84.4,4.3,38.00244140625
734,84.8,4.3,38.00244140625
734,84.8,4.3,38.00244140625
735,63.4,3.9,38.00244140625
735,63.4,3.9,38.00244140625
736,63.5,5.9,38.00244140625
736,63.5,5.9,38.00244140625
737,63.8,4.1,38.00244140625
737,63.8,4.1,38.00244140625
738,64.0,4.9,38.00244140625
738,64.0,4.9,38.00244140625
739,64.2,4.9,38.00244140625
739,64.2,4.9,38.00244140625
740,64.4,3.2,38.00244140625
740,64.4,3.2,38.00244140625
741,64.6,5.2,38.00244140625
741,64.6,5.2,38.00244140625
742,65.0,4.3,38.00244140625
742,65.0,4.3,38.00244140625
743,65.2,4.8,38.00244140625
743,65.2,4.8,38.00244140625
744,65.4,4.5,38.00244140625
744,65.4,4.5,38.00244140625
745,65.7,5.2,38.00244140625
745,65.7,5.2,38.00244140625
746,66.1,4.2,38.00244140625
746,66.1,4.2,38.00244140625
747,66.6,5.3,38.00244140625
747,66.6,5.3,38.00244140625
748,66.8,3.2,38.00244140625
748,66.8,3.2,38.00244140625
749,67.7,5.3,38.00244140625
749,67.7,5.3,38.00244140625
750,67.9,4.3,38.00244140625
750,67.9,4.3,38.00244140625
751,68.1,4.4,38.00244140625
751,68.1,4.4,38.00244140625
752,69.0,5.1,38.00244140625
752,69.0,5.1,38.00244140625
753,68.5,4.2,38.00244140625
753,68.5,4.2,38.00244140625
754,68.6,3.6,38.00244140625
754,68.6,3.6,38.00244140625
755,68.8,5.6,38.00244140625
755,68.8,5.6,38.00244140625
756,68.9,4.5,38.00244140625
756,68.9,4.5,38.00244140625
757,69.4,5.3,38.00244140625
757,69.4,5.3,38.00244140625
758,70.3,4.7,38.00244140625
758,70.3,4.7,38.00244140625
759,70.5,4.7,38.00244140625
759,70.5,4.7,38.00244140625
760,70.6,5.1,38.00244140625
760,70.6,5.1,38.00244140625
761,70.9,4.0,38.00244140625
761,70.9,4.0,38.00244140625
762,71.6,5.2,38.00244140625
762,71.6,5.2,38.00244140625
763,71.2,4.1,38.00244140625
763,71.2,4.1,38.00244140625
764,71.4,4.7,38.00244140625
764,71.4,4.7,38.00244140625
765,71.8,3.4,38.00244140625
765,71.8,3.4,38.00244140625
766,71.9,4.8,38.00244140625
766,71.9,4.8,38.00244140625
767,72.0,4.8,38.00244140625
767,72.0,4.8,38.00244140625
768,72.2,3.5,38.00244140625
768,72.2,3.5,38.00244140625
769,74.1,4.8,38.00244140625
769,74.1,4.8,38.00244140625
770,74.0,4.9,38.00244140625
770,74.0,4.9,38.00244140625
771,74.8,5.7,38.00244140625
771,74.8,5.7,38.00244140625
772,74.9,3.9,38.00244140625
772,74.9,3.9,38.00244140625
773,75.1,4.6,38.00244140625
773,75.1,4.6,38.00244140625
774,73.5,5.8,38.00244140625
774,73.5,5.8,38.00244140625
775,73.7,5.7,38.00244140625
775,73.7,5.7,38.00244140625
776,73.9,4.8,38.00244140625
776,73.9,4.8,38.00244140625
777,73.9,5.6,38.00244140625
777,73.9,5.6,38.00244140625
778,74.7,3.4,38.00244140625
778,74.7,3.4,38.00244140625
779,74.7,4.3,38.00244140625
779,74.7,4.3,38.00244140625
780,75.0,4.0,38.00244140625
780,75.0,4.0,38.00244140625
781,74.0,5.9,38.00244140625
781,74.0,5.9,38.00244140625
782,74.3,5.5,38.00244140625
782,74.3,5.5,38.00244140625
783,75.2,3.9,38.00244140625
783,75.2,3.9,38.00244140625
784,75.3,5.3,38.00244140625
784,75.3,5.3,38.00244140625
785,74.9,3.6,38.00244140625
785,74.9,3.6,38.00244140625
786,75.4,4.8,38.00244140625
786,75.4,4.8,38.00244140625
787,75.6,5.3,38.00244140625
787,75.6,5.3,38.00244140625
788,74.6,3.2,38.00244140625
788,74.6,3.2,38.00244140625
789,75.0,4.8,38.00244140625
789,75.0,4.8,38.00244140625
790,75.4,5.7,38.00244140625
790,75.4,5.7,38.00244140625
791,76.0,4.0,38.00244140625
791,76.0,4.0,38.00244140625
792,75.1,5.2,38.00244140625
792,75.1,5.2,38.00244140625
793,76.0,3.8,38.00244140625
793,76.0,3.8,38.00244140625
794,76.3,4.8,38.00244140625
794,76.3,4.8,38.00244140625
795,76.4,4.0,38.00244140625
795,76.4,4.0,38.00244140625
796,76.6,4.8,38.00244140625
796,76.6,4.8,38.00244140625
797,76.9,5.2,38.00244140625
797,76.9,5.2,38.00244140625
798,75.2,3.6,38.00244140625
798,75.2,3.6,38.00244140625
799,75.4,4.6,38.00244140625
799,75.4,4.6,38.00244140625
800,75.6,2.5,38.00244140625
800,75.6,2.5,38.00244140625
801,75.6,3.8,38.00244140625
801,75.6,3.8,38.00244140625
802,76.0,4.7,38.00244140625
802,76.0,4.7,38.00244140625
803,76.2,4.3,38.00244140625
803,76.2,4.3,38.00244140625
804,76.4,3.4,38.00244140625
804,76.4,3.4,38.00244140625
805,76.5,4.5,38.00244140625
805,76.5,4.5,38.00244140625
806,76.7,3.8,38.00244140625
806,76.7,3.8,38.00244140625
807,77.1,4.4,38.00244140625
807,77.1,4.4,38.00244140625
808,77.2,4.0,38.00244140625
808,77.2,4.0,38.00244140625
809,77.3,3.0,38.00244140625
809,77.3,3.0,38.00244140625
810,76.1,3.6,38.00244140625
810,76.1,3.6,38.00244140625
811,95.9,3.0,38.00244140625
811,95.9,3.0,38.00244140625
812,62.5,4.9,38.00244140625
812,62.5,4.9,38.00244140625
813,64.0,5.2,38.00244140625
813,64.0,5.2,38.00244140625
814,65.0,4.8,38.00244140625
814,65.0,4.8,38.00244140625
815,65.3,4.9,38.00244140625
815,65.3,4.9,38.00244140625
816,65.8,3.9,38.00244140625
816,65.8,3.9,38.00244140625
817,68.8,4.4,38.00244140625
817,68.8,4.4,38.00244140625
818,69.1,3.8,38.00244140625
818,69.1,3.8,38.00244140625
819,69.1,5.1,38.00244140625
